# Copyright 2024 The Go Authors.  All rights reserved.
# Use of this source code is governed by a BSD-style
# license that can be found in the LICENSE file.
#
# This file is generated by the s390xspec program.
#
# Command to generate this file is:
# ./s390xspec <IBM Z-ISA Principles of Operation PDF file name> > s390x.csv
#
# For eg: ./s390xspec z_Architecture_Principles_of_Operation.pdf > s390x.csv
#
# Specific Edition of the PDF manual used (Publication No): SA22-7832-13
# Document link: https://www.ibm.com/docs/en/module_1678991624569/pdf/SA22-7832-13.pdf
#
# IBM Z-ISA Principles of Operation PDF instruction description.
#
# This file contains comment lines, each beginning with #,
# followed by entries in CSV format.
#
# Each line in the CSV section contains 4 fields:
#
#       instruction mnemonic encoding isa-level
#
# The instruction is list of instructions picked from the Appendix-B "Lists of Instructions" heading.
# The mnemonic is the instruction mnemonics, separated by | characters.
# The encoding is the encoding, a sequence of name@startbit| describing each bit field in turn or
#    a list of sequences of the form (,sequence)+. A leading comma is used to signify an
#    instruction encoding requiring multiple instruction words.
# The fourth field represents instruction characteristics string
#


"COMPARE LOGICAL AND TRAP (64)","CLGRT R1,R2,M3","47457@0|M3@16|//@20|R1@24|R2@28|??@32","B961"
"COMPARE LOGICAL AND TRAP (64)","CLGT R1,M3,D2(B2)","235@0|R1@8|M3@12|B2@16|D2@20|43@40|??@48","B"
"COMPARE LOGICAL CHAR. UNDER MASK (high)","CLMH R1,M3,D2(B2)","235@0|R1@8|M3@12|B2@16|D2@20|32@40|??@48","B"
"COMPARE LOGICAL CHAR. UNDER MASK (low)","CLM R1,M3,D2(B2)","189@0|R1@8|M3@12|B2@16|D2@20|??@32","B"
"COMPARE LOGICAL CHAR. UNDER MASK (low)","CLMY R1,M3,D2(B2)","235@0|R1@8|M3@12|B2@16|D2@20|33@40|??@48","B"
"COMPARE LOGICAL HIGH (32)","CLHF R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|207@40|??@48","B"
"COMPARE LOGICAL HIGH (32)","CLHHR R1,R2","47567@0|//@16|R1@24|R2@28|??@32","B9CF"
"COMPARE LOGICAL HIGH (32)","CLHLR R1,R2","47583@0|//@16|R1@24|R2@28|??@32","B9DF"
"COMPARE LOGICAL IMMEDIATE (16←16)","CLHHSI D1(B1),I2","58709@0|B1@16|D1@20|I2@32|??@48","B"
"COMPARE LOGICAL IMMEDIATE (32)","CLFI R1,I2","194@0|R1@8|15@12|I2@16|??@48","C2F"
"COMPARE LOGICAL IMMEDIATE (32←16)","CLFHSI D1(B1),I2","58717@0|B1@16|D1@20|I2@32|??@48","B"
"COMPARE LOGICAL IMMEDIATE (64←16)","CLGHSI D1(B1),I2","58713@0|B1@16|D1@20|I2@32|??@48","B"
"COMPARE LOGICAL IMMEDIATE (64←32)","CLGFI R1,I2","194@0|R1@8|14@12|I2@16|??@48","C2E"
"COMPARE LOGICAL IMMEDIATE AND BRANCH(32←8)","CLIB R1,I2,M3,D4(B4)","236@0|R1@8|M3@12|B4@16|D4@20|I2@32|255@40|??@48","B"
"COMPARE LOGICAL IMMEDIATE AND BRANCH(64→8)","CLGIB R1,I2,M3,D4(B4)","236@0|R1@8|M3@12|B4@16|D4@20|I2@32|253@40|??@48","B"
"COMPARE LOGICAL IMMEDIATE AND BRANCH","CLIJ R1,I2,M3,RI4","236@0|R1@8|M3@12|RI4@16|I2@32|127@40|??@48","B"
"RELATIVE (32→8)10COMPARE LOGICAL IMMEDIATE AND BRANCH","CLGIJ R1,I2,M3,RI4","236@0|R1@8|M3@12|RI4@16|I2@32|125@40|??@48","B"
"RELATIVE (64→8)COMPARE LOGICAL IMMEDIATE AND TRAP(32→16)","CLFIT R1,I2,M3","236@0|R1@8|//@12|I2@16|M3@32|//@36|115@40|??@48","EC73"
"COMPARE LOGICAL IMMEDIATE AND TRAP(64←16)","CLGIT R1,I2,M3","236@0|R1@8|//@12|I2@16|M3@32|//@36|113@40|??@48","EC71"
"COMPARE LOGICAL IMMEDIATE HIGH (32)","CLIH R1,I2","204@0|R1@8|15@12|I2@16|??@48","CCF"
"COMPARE LOGICAL LONG","CLCL R1,R2","15@0|R1@8|R2@12|??@16","SP II"
"COMPARE LOGICAL LONG EXTENDED","CLCLE R1,R3,D2(B2)","169@0|R1@8|R3@12|B2@16|D2@20|??@32","SP IC"
"COMPARE LOGICAL LONG UNICODE","CLCLU R1,R3,D2(B2)","235@0|R1@8|R3@12|B2@16|D2@20|143@40|??@48","SP IC"
"COMPARE LOGICAL RELATIVE LONG (32)","CLRL R1,RI2","198@0|R1@8|15@12|RI2@16|??@48","SP"
"COMPARE LOGICAL RELATIVE LONG (32→16)","CLHRL R1,RI2","198@0|R1@8|7@12|RI2@16|??@48","C67"
"COMPARE LOGICAL RELATIVE LONG (64)","CLGRL R1,RI2","198@0|R1@8|10@12|RI2@16|??@48","SP"
"COMPARE LOGICAL RELATIVE LONG (64→16)","CLGHRL R1,RI2","198@0|R1@8|6@12|RI2@16|??@48","C66"
"COMPARE LOGICAL RELATIVE LONG (64→32)","CLGFRL R1,RI2","198@0|R1@8|14@12|RI2@16|??@48","SP"
"COMPARE LOGICAL STRING","CLST R1,R2","45661@0|//@16|R1@24|R2@28|??@32","SP IC"
"COMPARE RELATIVE LONG (32)","CRL R1,RI2","198@0|R1@8|13@12|RI2@16|??@48","SP"
"COMPARE RELATIVE LONG (64)","CGRL R1,RI2","198@0|R1@8|8@12|RI2@16|??@48","SP"
"COMPARE RELATIVE LONG (64←32)","CGFRL R1,RI2","198@0|R1@8|12@12|RI2@16|??@48","SP"
"COMPARE UNTIL SUBSTRING EQUAL","CUSE R1,R2","45655@0|//@16|R1@24|R2@28|??@32","SP II"
"COMPRESSION CALL","CMPSC R1,R2","45667@0|//@16|R1@24|R2@28|??@32","SP II"
"COMPUTE DIGITAL SIGNATURE AUTHENTICATION","KDSA R1,R2","47418@0|//@16|R1@24|R2@28|??@32","SP IC"
"COMPUTE INTERMEDIATE MESSAGE DIGEST","KIMD R1,R2","47422@0|//@16|R1@24|R2@28|??@32","SP IC"
"COMPUTE LAST MESSAGE DIGEST","KLMD R1,R2","47423@0|//@16|R1@24|R2@28|??@32","SP IC"
"COMPUTE MESSAGE AUTHENTICATION CODE","KMAC R1,R2","47390@0|//@16|R1@24|R2@28|??@32","SP IC"
"CONVERT BFP TO HFP (long)","THDR R1,R2","45913@0|//@16|R1@24|R2@28|??@32","Da"
"CONVERT BFP TO HFP (short to long)","THDER R1,R2","45912@0|//@16|R1@24|R2@28|??@32","Da"
"CONVERT FROM FIXED (32 to extended BFP)","CXFBR R1,R2","45974@0|//@16|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM FIXED (32 to extended BFP)","CXFBRA R1,M3,R2,M4","45974@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM FIXED (32 to extended DFP)","CXFTR R1,M3,R2,M4","47449@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Dt"
"CONVERT FROM FIXED (32 to extended HFP)","CXFR R1,R2","46006@0|//@16|R1@24|R2@28|??@32","SP Da"
"CONVERT FROM FIXED (32 to long BFP)","CDFBR R1,R2","45973@0|//@16|R1@24|R2@28|??@32","Db"
"CONVERT FROM FIXED (32 to long BFP)","CDFBRA R1,M3,R2,M4","45973@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM FIXED (32 to long DFP)","CDFTR R1,M3,R2,M4","47441@0|M3@16|M4@20|R1@24|R2@28|??@32","Dt"
"CONVERT FROM FIXED (32 to long HFP)","CDFR R1,R2","46005@0|//@16|R1@24|R2@28|??@32","Da"
"CONVERT FROM FIXED (32 to short BFP)","CEFBR R1,R2","45972@0|//@16|R1@24|R2@28|??@32","Db"
"CONVERT FROM FIXED (32 to short BFP)","CEFBRA R1,M3,R2,M4","45972@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM FIXED (32 to short HFP)","CEFR R1,R2","46004@0|//@16|R1@24|R2@28|??@32","Da"
"CONVERT FROM FIXED (64 to extended BFP)","CXGBR R1,R2","45990@0|//@16|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM FIXED (64 to extended BFP)","CXGBRA R1,M3,R2,M4","45990@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM FIXED (64 to extended DFP)","CXGTR R1,R2","46073@0|//@16|R1@24|R2@28|??@32","SP Dt"
"CONVERT FROM FIXED (64 to extended DFP)","CXGTRA R1,M3,R2,M4","46073@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Dt"
"CONVERT FROM FIXED (64 to extended HFP)","CXGR R1,R2","46022@0|//@16|R1@24|R2@28|??@32","SP Da"
"CONVERT FROM FIXED (64 to long BFP)","CDGBR R1,R2","45989@0|//@16|R1@24|R2@28|??@32","Db"
"CONVERT FROM FIXED (64 to long BFP)","CDGBRA R1,M3,R2,M4","45989@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM FIXED (64 to long DFP)","CDGTR R1,R2","46065@0|//@16|R1@24|R2@28|??@32","Dt"
"CONVERT FROM FIXED (64 to long DFP)","CDGTRA R1,M3,R2,M4","46065@0|M3@16|M4@20|R1@24|R2@28|??@32","Dt"
"CONVERT FROM FIXED (64 to long HFP)","CDGR R1,R2","46021@0|//@16|R1@24|R2@28|??@32","Da"
"CONVERT FROM FIXED (64 to short BFP)","CEGBR R1,R2","45988@0|//@16|R1@24|R2@28|??@32","Db"
"CONVERT FROM FIXED (64 to short BFP)","CEGBRA R1,M3,R2,M4","45988@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM FIXED (64 to short HFP)","CEGR R1,R2","46020@0|//@16|R1@24|R2@28|??@32","Da"
"CONVERT FROM LOGICAL (32 to extended BFP)","CXLFBR R1,M3,R2,M4","45970@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM LOGICAL (32 to extended DFP)","CXLFTR R1,M3,R2,M4","47451@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Dt"
"CONVERT FROM LOGICAL (32 to long BFP)","CDLFBR R1,M3,R2,M4","45969@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM LOGICAL (32 to long DFP)","CDLFTR R1,M3,R2,M4","47443@0|M3@16|M4@20|R1@24|R2@28|??@32","Dt"
"CONVERT FROM LOGICAL (32 to short BFP)","CELFBR R1,M3,R2,M4","45968@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM LOGICAL (64 to extended BFP)","CXLGBR R1,M3,R2,M4","45986@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM LOGICAL (64 to extended DFP)","CXLGTR R1,M3,R2,M4","47450@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Dt"
"CONVERT FROM LOGICAL (64 to long BFP)","CDLGBR R1,M3,R2,M4","45985@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM LOGICAL (64 to long DFP)","CDLGTR R1,M3,R2,M4","47442@0|M3@16|M4@20|R1@24|R2@28|??@32","Dt"
"CONVERT FROM LOGICAL (64 to short BFP)","CELGBR R1,M3,R2,M4","45984@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT FROM PACKED (to extended DFP)","CXPT R1,D2(L2,B2),M3","237@0|L2@8|B2@16|D2@20|R1@32|M3@36|175@40|??@48","SP Dt"
"CONVERT FROM PACKED (to long DFP)","CDPT R1,D2(L2,B2),M3","237@0|L2@8|B2@16|D2@20|R1@32|M3@36|174@40|??@48","SP Dt"
"CONVERT FROM SIGNED PACKED (128 to extended DFP)","CXSTR R1,R2","46075@0|//@16|R1@24|R2@28|??@32","SP Dt"
"CONVERT FROM SIGNED PACKED (64 to long DFP)","CDSTR R1,R2","46067@0|//@16|R1@24|R2@28|??@32","Dt"
"CONVERT FROM UNSIGNED PACKED (128 to ext. DFP)","CXUTR R1,R2","46074@0|//@16|R1@24|R2@28|??@32","SP Dt"
"CONVERT FROM UNSIGNED PACKED (64 to long DFP)","CDUTR R1,R2","46066@0|//@16|R1@24|R2@28|??@32","Dt"
"CONVERT FROM ZONED (to extended DFP)","CXZT R1,D2(L2,B2),M3","237@0|L2@8|B2@16|D2@20|R1@32|M3@36|171@40|??@48","SP Dt"
"CONVERT FROM ZONED (to long DFP)","CDZT R1,D2(L2,B2),M3","237@0|L2@8|B2@16|D2@20|R1@32|M3@36|170@40|??@48","SP Dt"
"CONVERT HFP TO BFP (long to short)","TBEDR R1,M3,R2","45904@0|M3@16|//@20|R1@24|R2@28|??@32","SP Da"
"CONVERT HFP TO BFP (long)","TBDR R1,M3,R2","45905@0|M3@16|//@20|R1@24|R2@28|??@32","SP Da"
"CONVERT TO BINARY (32)","CVB R1,D2(X2,B2)","79@0|R1@8|X2@12|B2@16|D2@20|??@32","B"
"CONVERT TO BINARY (32)","CVBY R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|6@40|??@48","B"
"CONVERT TO BINARY (64)","CVBG R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|14@40|??@48","B"
"CONVERT TO DECIMAL (32)","CVD R1,D2(X2,B2)","78@0|R1@8|X2@12|B2@16|D2@20|??@32","ST"
"CONVERT TO DECIMAL (32)","CVDY R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|38@40|??@48","ST"
"CONVERT TO DECIMAL (64)","CVDG R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|46@40|??@48","ST"
"CONVERT TO FIXED (extended BFP to 32)","CFXBR R1,M3,R2","45978@0|M3@16|//@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (extended BFP to 32)","CFXBRA R1,M3,R2,M4","45978@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (extended BFP to 64)","CGXBR R1,M3,R2","45994@0|M3@16|//@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (extended BFP to 64)","CGXBRA R1,M3,R2,M4","45994@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (extended DFP to 32)","CFXTR R1,M3,R2,M4","47433@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Dt"
"CONVERT TO FIXED (extended DFP to 64)","CGXTR R1,M3,R2","46057@0|M3@16|//@20|R1@24|R2@28|??@32","SP Dt"
"CONVERT TO FIXED (extended DFP to 64)","CGXTRA R1,M3,R2,M4","46057@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Dt"
"CONVERT TO FIXED (extended HFP to 32)","CFXR R1,M3,R2","46010@0|M3@16|//@20|R1@24|R2@28|??@32","SP Da"
"CONVERT TO FIXED (extended HFP to 64)","CGXR R1,M3,R2","46026@0|M3@16|//@20|R1@24|R2@28|??@32","SP Da"
"CONVERT TO FIXED (long BFP to 32)","CFDBR R1,M3,R2","45977@0|M3@16|//@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (long BFP to 32)","CFDBRA R1,M3,R2,M4","45977@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (long BFP to 64)","CGDBR R1,M3,R2","45993@0|M3@16|//@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (long BFP to 64)","CGDBRA R1,M3,R2,M4","45993@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (long DFP to 32)","CFDTR R1,M3,R2,M4","47425@0|M3@16|M4@20|R1@24|R2@28|??@32","Dt"
"CONVERT TO FIXED (long DFP to 64)","CGDTR R1,M3,R2","46049@0|M3@16|//@20|R1@24|R2@28|??@32","Dt"
"CONVERT TO FIXED (long DFP to 64)","CGDTRA R1,M3,R2,M4","46049@0|M3@16|M4@20|R1@24|R2@28|??@32","Dt"
"CONVERT TO FIXED (long HFP to 32)","CFDR R1,M3,R2","46009@0|M3@16|//@20|R1@24|R2@28|??@32","SP Da"
"CONVERT TO FIXED (long HFP to 64)","CGDR R1,M3,R2","46025@0|M3@16|//@20|R1@24|R2@28|??@32","SP Da"
"CONVERT TO FIXED (short BFP to 32)","CFEBR R1,M3,R2","45976@0|M3@16|//@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (short BFP to 32)","CFEBRA R1,M3,R2,M4","45976@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (short BFP to 64)","CGEBR R1,M3,R2","45992@0|M3@16|//@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (short BFP to 64)","CGEBRA R1,M3,R2,M4","45992@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO FIXED (short HFP to 32)","CFER R1,M3,R2","46008@0|M3@16|//@20|R1@24|R2@28|??@32","SP Da"
"CONVERT TO FIXED (short HFP to 64)","CGER R1,M3,R2","46024@0|M3@16|//@20|R1@24|R2@28|??@32","SP Da"
"CONVERT TO LOGICAL (extended BFP to 32)","CLFXBR R1,M3,R2,M4","45982@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO LOGICAL (extended BFP to 64)","CLGXBR R1,M3,R2,M4","45998@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO LOGICAL (extended DFP to 32)","CLFXTR R1,M3,R2,M4","47435@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Dt"
"CONVERT TO LOGICAL (extended DFP to 64)","CLGXTR R1,M3,R2,M4","47434@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Dt"
"CONVERT TO LOGICAL (long BFP to 32)","CLFDBR R1,M3,R2,M4","45981@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO LOGICAL (long BFP to 64)","CLGDBR R1,M3,R2,M4","45997@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO LOGICAL (long DFP to 32)","CLFDTR R1,M3,R2,M4","47427@0|M3@16|M4@20|R1@24|R2@28|??@32","Dt"
"CONVERT TO LOGICAL (long DFP to 64)","CLGDTR R1,M3,R2,M4","47426@0|M3@16|M4@20|R1@24|R2@28|??@32","Dt"
"CONVERT TO LOGICAL (short BFP to 32)","CLFEBR R1,M3,R2,M4","45980@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO LOGICAL (short BFP to 64)","CLGEBR R1,M3,R2,M4","45996@0|M3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"CONVERT TO PACKED (from extended DFP)","CPXT R1,D2(L2,B2),M3","237@0|L2@8|B2@16|D2@20|R1@32|M3@36|173@40|??@48","SP Dt"
"CONVERT TO PACKED (from long DFP)","CPDT R1,D2(L2,B2),M3","237@0|L2@8|B2@16|D2@20|R1@32|M3@36|172@40|??@48","SP Dt"
"CONVERT TO SIGNED PACKED (extended DFP to 128)","CSXTR R1,R2,M4","46059@0|//@16|M4@20|R1@24|R2@28|??@32","SP Dt"
"CONVERT TO SIGNED PACKED (long DFP to 64)","CSDTR R1,R2,M4","46051@0|//@16|M4@20|R1@24|R2@28|??@32","Dt"
"CONVERTTOUNSIGNEDPACKED(extendedDFP to 128)","CUXTR R1,R2","46058@0|//@16|R1@24|R2@28|??@32","SP Dt"
"CONVERT TO UNSIGNED PACKED (long DFP to 64)","CUDTR R1,R2","46050@0|//@16|R1@24|R2@28|??@32","Dt"
"CONVERT TO ZONED (from extended DFP)","CZXT R1,D2(L2,B2),M3","237@0|L2@8|B2@16|D2@20|R1@32|M3@36|169@40|??@48","SP"
"CONVERT TO ZONED (from long DFP)","CZDT R1,D2(L2,B2),M3","237@0|L2@8|B2@16|D2@20|R1@32|M3@36|168@40|??@48","SP"
"CONVERT UNICODE TO UTF-8","CUUTF R1,R2,M3","45734@0|M3@16|//@20|R1@24|R2@28|??@32","SP IC"
"CONVERT UTF-16 TO UTF-32","CU24 R1,R2,M3","47537@0|M3@16|//@20|R1@24|R2@28|??@32","SP IC"
"CONVERT UTF-16 TO UTF-8","CU21 R1,R2,M3","45734@0|M3@16|//@20|R1@24|R2@28|??@32","SP IC"
"CONVERT UTF-8 TO UNICODE","CUTFU R1,R2,M3","45735@0|M3@16|//@20|R1@24|R2@28|??@32","SP IC"
"CONVERT UTF-8 TO UTF-16","CU12 R1,R2,M3","45735@0|M3@16|//@20|R1@24|R2@28|??@32","SP IC"
"CONVERT UTF-8 TO UTF-32","CU14 R1,R2,M3","47536@0|M3@16|//@20|R1@24|R2@28|??@32","SP IC"
"CONVERT UTF-32 TO UTF-16","CU42 R1,R2","47539@0|//@16|R1@24|R2@28|??@32","SP IC"
"CONVERT UTF-32 TO UTF-8","CU41 R1,R2","47538@0|//@16|R1@24|R2@28|??@32","SP IC"
"COPY ACCESS","CPYA R1,R2","45645@0|//@16|R1@24|R2@28|??@32","U"
"COPY SIGN (long)","CPSDR R1,R3,R2","45938@0|R3@16|//@20|R1@24|R2@28|??@32","Da"
"DECIMAL SCALE AND CONVERT AND SPLIT TO HFP","VSCSHP V1,V2,V3","230@0|V1@8|V2@12|V3@16|//@20|RXB@36|124@40|??@48","Dv"
"DECIMAL SCALE AND CONVERT TO HFP","VSCHP V1,V2,V3,M4,M5","230@0|V1@8|V2@12|V3@16|//@20|M5@24|//@28|M4@32|RXB@36|116@40|??@48","SP Dv"
"DEFLATE CONVERSION CALL","DFLTCC R1,R2,R3","47417@0|R3@16|//@20|R1@24|R2@28|??@32","SP IC"
"DIVIDE (32→64)","D R1,D2(X2,B2)","93@0|R1@8|X2@12|B2@16|D2@20|??@32","SP"
"DIVIDE (32←64)","DR R1,R2","29@0|R1@8|R2@12|??@16","SP"
"DIVIDE (extended BFP)","DXBR R1,R2","45901@0|//@16|R1@24|R2@28|??@32","SP Db"
"DIVIDE (extended DFP)","DXTR R1,R2,R3","46041@0|R3@16|//@20|R1@24|R2@28|??@32","SP Dt"
"DIVIDE (extended DFP)","DXTRA R1,R2,R3,M4","46041@0|R3@16|M4@20|R1@24|R2@28|??@32","SP Dt"
"DIVIDE (extended HFP)","DXR R1,R2","45613@0|//@16|R1@24|R2@28|??@32","SP Da"
"DIVIDE (long BFP)","DDB R1,D2(X2,B2)","237@0|R1@8|X2@12|B2@16|D2@20|//@32|29@40|??@48","Db"
"DIVIDE (long BFP)","DDBR R1,R2","45853@0|//@16|R1@24|R2@28|??@32","Db"
"DIVIDE (long DFP)","DDTR R1,R2,R3","46033@0|R3@16|//@20|R1@24|R2@28|??@32","Dt"
"DIVIDE (long DFP)","DDTRA R1,R2,R3,M4","46033@0|R3@16|M4@20|R1@24|R2@28|??@32","Dt"
"DIVIDE (long HFP)","DD R1,D2(X2,B2)","109@0|R1@8|X2@12|B2@16|D2@20|??@32","Da"
"DIVIDE (long HFP)","DDR R1,R2","45@0|R1@8|R2@12|??@16","Da"
"DIVIDE (short BFP)","DEB R1,D2(X2,B2)","237@0|R1@8|X2@12|B2@16|D2@20|//@32|13@40|??@48","Db"
"DIVIDE (short BFP)","DEBR R1,R2","45837@0|//@16|R1@24|R2@28|??@32","Db"
"DIVIDE (short HFP)","DE R1,D2(X2,B2)","125@0|R1@8|X2@12|B2@16|D2@20|??@32","Da"
"DIVIDE (short HFP)","DER R1,R2","61@0|R1@8|R2@12|??@16","Da"
"DIVIDE DECIMAL","DP D1(L1,B1),D2(L2,B2)","253@0|L1@8|L2@12|B1@16|D1@20|B2@32|D2@36|??@48","SP Dg"
"DIVIDE LOGICAL (32→64)","DL R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|151@40|??@48","SP"
"DIVIDE LOGICAL (32←64)","DLR R1,R2","47511@0|//@16|R1@24|R2@28|??@32","SP"
"DIVIDE LOGICAL (64←128)","DLG R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|135@40|??@48","SP"
"DIVIDE LOGICAL (64→128)","DLGR R1,R2","47495@0|//@16|R1@24|R2@28|??@32","SP"
"DIVIDE SINGLE (64)","DSG R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|13@40|??@48","SP"
"DIVIDE SINGLE (64)","DSGR R1,R2","47373@0|//@16|R1@24|R2@28|??@32","SP"
"DIVIDE SINGLE (64←32)","DSGF R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|29@40|??@48","SP"
"DIVIDE SINGLE (64→32)","DSGFR R1,R2","47389@0|//@16|R1@24|R2@28|??@32","SP"
"DIVIDE TO INTEGER (long BFP)","DIDBR R1,R3,R2,M4","45915@0|R3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"DIVIDE TO INTEGER (short BFP)","DIEBR R1,R3,R2,M4","45907@0|R3@16|M4@20|R1@24|R2@28|??@32","SP Db"
"EDIT","ED D1(L1,B1),D2(B2)","222@0|L1@8|B1@16|D1@20|B2@32|D2@36|??@48","Dg"
"EDIT AND MARK","EDMK D1(L1,B1),D2(B2)","223@0|L1@8|B1@16|D1@20|B2@32|D2@36|??@48","Dg"
"EXCLUSIVE OR (32)","X R1,D2(X2,B2)","87@0|R1@8|X2@12|B2@16|D2@20|??@32","B"
"EXCLUSIVE OR (32)","XR R1,R2","23@0|R1@8|R2@12|??@16","17"
"EXCLUSIVE OR (32)","XRK R1,R2,R3","47607@0|R3@16|//@20|R1@24|R2@28|??@32","B9F7"
"EXCLUSIVE OR (32)","XY R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|87@40|??@48","B"
"EXCLUSIVE OR (64)","XG R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|130@40|??@48","B"
"EXCLUSIVE OR (64)","XGR R1,R2","47490@0|//@16|R1@24|R2@28|??@32","B982"
"EXCLUSIVE OR (64)","XGRK R1,R2,R3","47591@0|R3@16|//@20|R1@24|R2@28|??@32","B9E7"
"EXCLUSIVE OR (character)","XC D1(L1,B1),D2(B2)","215@0|L1@8|B1@16|D1@20|B2@32|D2@36|??@48","ST"
"EXCLUSIVE OR (immediate)","XI D1(B1),I2","151@0|I2@8|B1@16|D1@20|??@32","ST"
"EXCLUSIVE OR (immediate)","XIY D1(B1),I2","235@0|I2@8|B1@16|D1@20|87@40|??@48","ST"
"EXCLUSIVE OR IMMEDIATE (high)","XIHF R1,I2","192@0|R1@8|6@12|I2@16|??@48","C06"
"EXCLUSIVE OR IMMEDIATE (low)","XILF R1,I2","192@0|R1@8|7@12|I2@16|??@48","C07"
"EXECUTE","EX R1,D2(X2,B2)","68@0|R1@8|X2@12|B2@16|D2@20|??@32","SP"
"EXECUTE RELATIVE LONG","EXRL R1,RI2","198@0|R1@8|0@12|RI2@16|??@48","C60"
"EXTRACT ACCESS","EAR R1,R2","45647@0|//@16|R1@24|R2@28|??@32","U"
"EXTRACT AND SET EXTENDED AUTHORITY","ESEA R1","47517@0|//@16|R1@24|//@28|??@32","B99D"
"EXTRACT BIASED EXPONENT (extended DFP to 64)","EEXTR R1,R2","46061@0|//@16|R1@24|R2@28|??@32","SP Dt"
"EXTRACT BIASED EXPONENT (long DFP to 64)","EEDTR R1,R2","46053@0|//@16|R1@24|R2@28|??@32","Dt"
"EXTRACT CPU ATTRIBUTE","ECAG R1,R3,D2(B2)","235@0|R1@8|R3@12|B2@16|D2@20|76@40|??@48","EB4C"
"EXTRACT CPU TIME","ECTG D1(B1),D2(B2),R3","200@0|R3@8|1@12|B1@16|D1@20|B2@32|D2@36|??@48","R"
"EXTRACT FPC","EFPC R1","45964@0|//@16|R1@24|//@28|??@32","Db"
"EXTRACT PRIMARY ASN","EPAR R1","45606@0|//@16|R1@24|//@28|??@32","SO"
"EXTRACT PRIMARY ASN AND INSTANCE","EPAIR R1","47514@0|//@16|R1@24|//@28|??@32","SO"
